item_id,brand_ko,resolved_url,appearances,top1_count,avg_rank,borda_score,price_krw,price_bucket,subtype,top1_rate,pair_wins,pair_comparisons,win_rate
https://myrealbarrier.co.kr/product/detail.html?product_no=70,리얼베리어,https://myrealbarrier.co.kr/product/detail.html?product_no=70,37,37,1.0,111.0,12000.0,low,foam,1.0,74,74,1.0
https://neopharmshop.co.kr/product/아토팜-판테놀-크림-워시-300ml/2130/,아토팜,https://neopharmshop.co.kr/product/아토팜-판테놀-크림-워시-300ml/2130/,41,41,1.0,123.0,19500.0,mid,unknown,1.0,82,82,1.0
https://physiogel.co.kr/product/detail.html?product_no=33&cate_no=28&display_group=1,피지오겔,https://physiogel.co.kr/product/detail.html?product_no=33&cate_no=28&display_group=1,33,32,1.0303030303030303,98.0,19500.0,mid,gel,0.9696969696969697,65,66,0.9848484848484849
https://myrealbarrier.co.kr/product/detail.html?product_no=71,리얼베리어,https://myrealbarrier.co.kr/product/detail.html?product_no=71,41,39,1.0731707317073171,120.0,16700.0,mid,foam,0.9512195121951219,79,82,0.9634146341463414
https://pyunkangyul.com/product/%EC%A7%84%EC%A0%95-%EC%95%BD%EC%82%B0%EC%84%B1-%ED%8F%AC%EB%B0%8D-%ED%81%B4%EB%A0%8C%EC%A0%80-150ml/203/category/231/display/1/,편강율,https://pyunkangyul.com/product/%EC%A7%84%EC%A0%95-%EC%95%BD%EC%82%B0%EC%84%B1-%ED%8F%AC%EB%B0%8D-%ED%81%B4%EB%A0%8C%EC%A0%80-150ml/203/category/231/display/1/,20,19,1.05,59.0,13900.0,low,foam,0.95,39,40,0.975
https://neopharmshop.co.kr/product/detail.html?product_no=2215&cate_no=43&display_group=1,네오팜,https://neopharmshop.co.kr/product/detail.html?product_no=2215&cate_no=43&display_group=1,43,40,1.069767441860465,126.0,13500.0,low,foam,0.9302325581395349,83,86,0.9651162790697675
https://neopharmshop.co.kr/product/detail.html?product_no=2144&cate_no=48&display_group=1,네오팜,https://neopharmshop.co.kr/product/detail.html?product_no=2144&cate_no=48&display_group=1,22,20,1.0909090909090908,64.0,12600.0,low,water,0.9090909090909091,42,44,0.9545454545454546
https://abib.com/product/딥-클린-폼-클렌저-수분초-히알루론-폼/306/,아비브,https://abib.com/product/딥-클린-폼-클렌저-수분초-히알루론-폼/306/,54,49,1.0925925925925926,157.0,16000.0,mid,cream,0.9074074074074074,103,108,0.9537037037037037
https://onething.kr/product/%EC%96%B4%EC%84%B1%EC%B4%88-%EC%95%BD%EC%82%B0%EC%84%B1-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-150ml/233/category/1/display/7/?icid=MAIN.product_listmain_6,원씽,https://onething.kr/product/%EC%96%B4%EC%84%B1%EC%B4%88-%EC%95%BD%EC%82%B0%EC%84%B1-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-150ml/233/category/1/display/7/?icid=MAIN.product_listmain_6,52,46,1.1153846153846154,150.0,21000.0,mid,foam,0.8846153846153846,98,104,0.9423076923076923
https://neopharmshop.co.kr/product/detail.html?product_no=2134&cate_no=1&display_group=11,네오팜,https://neopharmshop.co.kr/product/detail.html?product_no=2134&cate_no=1&display_group=11,25,22,1.12,72.0,15000.0,mid,unknown,0.88,47,50,0.94
