shown_pos,mapped_appearances,top1_count,avg_rank,top1_rate
1,2895,810,1.9917098445595856,0.27979274611398963
2,2893,1110,1.9875561700656759,0.38368475630833043
3,2882,1004,1.9934073560027759,0.34836918806384454
