set_id,sku_pos,brand_ko,fp_url,resolved_url,is_ambiguous,text_length,image_count,table_count,list_item_count,paragraph_count,section_count,jsonld_field_count,explicit_number_count,ambiguous_term_count,numeric_specificity_ratio,price_krw,skin_type_targets_count,ph_value,active_ingredient_count,claim_keyword_count,texture_keyword_count,no_list_count,cosmetic_cert_count,volume_ml,aggregate_rating_value,aggregate_rating_count,T7_eat_score,Q4_social_proof_count,Q9_external_authority_count
main_00866,2,비레디,https://brdy-official.com/product/시카페인-트러블-리셋-클렌징폼/30/,https://brdy-official.com/product/시카페인-트러블-리셋-클렌징폼/30/,False,22251.0,67.0,12.0,188.0,42.0,20.0,6.0,44.0,1.0,0.978,19500.0,5.0,6.3,3.0,59.0,0.0,0.0,1.0,,,,3.0,1.0,0.0
main_00866,3,메디팜,https://itempage3.auction.co.kr/DetailView.aspx?itemno=B873273622,https://itempage3.auction.co.kr/DetailView.aspx?itemno=B873273622,False,22437.0,117.0,0.0,380.0,212.0,32.0,5.0,193.0,0.0,1.0,5000.0,2.0,,1.0,85.0,0.0,0.0,0.0,220.0,4.7,1860.0,2.0,3.0,0.0
main_00870,1,엘리메르,https://www.elimerek.com/shop/shopdetail.html?branduid=3557807&xcode=001&mcode=001&scode=&type=Y&sor,https://www.elimerek.com/shop/shopdetail.html?branduid=3557807&xcode=001&mcode=001&scode=&type=Y&sort=regdate&current_category=001001&search=&GfDT=bWl3VQ%3D%3D,False,2888.0,50.0,5.0,61.0,19.0,11.0,6.0,14.0,0.0,1.0,21500.0,3.0,,1.0,7.0,0.0,0.0,0.0,150.0,,,0.0,2.0,0.0
main_00870,2,닥터지,https://www.dr-g.co.kr/item/4359?pc=4&cc=14,https://www.dr-g.co.kr/item/4359?pc=4&cc=14,False,11143.0,63.0,11.0,204.0,66.0,39.0,0.0,74.0,0.0,1.0,20000.0,9.0,,7.0,42.0,5.0,0.0,0.0,150.0,,,1.0,1.0,0.0
main_00870,3,이니스프리,https://www.innisfree.com/kr/ko/dp/product/35276,https://www.innisfree.com/kr/ko/dp/product/35276,False,2351.0,14.0,1.0,126.0,33.0,8.0,6.0,3.0,0.0,1.0,8000.0,5.0,,1.0,16.0,0.0,1.0,0.0,,4.9,19720.0,2.0,2.0,0.0
main_00871,1,볼드포뮬러,https://boldformula.com/product/%ED%99%94%ED%95%B4-1%EC%9C%84-%ED%94%BC%EC%A7%80-%ED%9D%A1%EC%B0%A9-,https://boldformula.com/product/%ED%99%94%ED%95%B4-1%EC%9C%84-%ED%94%BC%EC%A7%80-%ED%9D%A1%EC%B0%A9-%EC%97%AC%EB%93%9C%EB%A6%84-%EA%B8%B0%EB%8A%A5%EC%84%B1-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC/40/category/46/display/1/,False,8813.0,103.0,7.0,117.0,26.0,18.0,6.0,39.0,1.0,0.975,32300.0,7.0,,2.0,34.0,0.0,0.0,0.0,150.0,4.9,57.0,2.0,3.0,0.0
main_00871,2,페이스인페이스,http://www.faithinface.co.kr/shop/shopdetail.html?branduid=3474504&xcode=039&mcode=004&scode=&type=Y,http://www.faithinface.co.kr/shop/shopdetail.html?branduid=3474504&xcode=039&mcode=004&scode=&type=Y&sort=manual&current_category=039004&search=&GfDT=bmh8W14%3D,False,3573.0,59.0,5.0,85.0,5.0,4.0,6.0,12.0,0.0,1.0,5000.0,3.0,,1.0,5.0,1.0,0.0,0.0,150.0,,,1.0,3.0,0.0
main_00871,3,메이크프렘,https://www.makeprem.com/goods/goods_view.php?goodsNo=1000000283,https://www.makeprem.com/goods/goods_view.php?goodsNo=1000000283,False,4270.0,62.0,1.0,109.0,12.0,5.0,0.0,23.0,1.0,0.958,9900.0,1.0,,2.0,4.0,0.0,0.0,0.0,210.0,,,1.0,1.0,0.0
main_00872,1,테라비코스,https://m.thelavicosmall.com/product/%EC%A0%80%EC%9E%90%EA%B7%B9%EC%B4%89%EC%B4%89%ED%81%B4%EB%A0%8C,,True,11248.5,130.5,7.5,130.0,78.0,10.5,10.0,16.0,0.0,1.0,19500.0,6.0,,3.5,16.0,0.0,0.0,0.5,150.0,4.8,89.0,1.5,3.0,0.0
main_00872,2,피캄,https://pcalm.co.kr/product/%ED%94%BC%EC%BA%84-%ED%99%80%EB%A6%AC%EB%B0%94%EC%A7%88-%EA%B7%B8%EB%A6%,https://pcalm.co.kr/product/%ED%94%BC%EC%BA%84-%ED%99%80%EB%A6%AC%EB%B0%94%EC%A7%88-%EA%B7%B8%EB%A6%B0%EC%BA%A1%EC%8A%90-%ED%8C%A9%ED%88%AC%ED%8F%BC-%ED%81%B4%EB%A0%8C%EC%A0%80/1428/category/206/display/1/,False,6328.0,131.0,5.0,203.0,60.0,96.0,5.0,33.0,0.0,1.0,58680.0,6.0,,0.0,25.0,0.0,0.0,1.0,120.0,,,3.0,0.0,0.0
main_00872,3,더후,https://thewhoo.com/product/detail.html?product_no=650,https://thewhoo.com/product/detail.html?product_no=650,False,15263.0,76.0,10.0,196.0,49.0,21.0,6.0,40.0,0.0,1.0,43000.0,0.0,,2.0,11.0,5.0,0.0,0.0,180.0,,,2.0,1.0,0.0
main_00873,1,페이스인페이스,http://www.faithinface.co.kr/shop/shopdetail.html?branduid=3474504&xcode=039&mcode=004&scode=&type=Y,http://www.faithinface.co.kr/shop/shopdetail.html?branduid=3474504&xcode=039&mcode=004&scode=&type=Y&sort=manual&current_category=039004&search=&GfDT=bmh8W14%3D,False,3573.0,59.0,5.0,85.0,5.0,4.0,6.0,12.0,0.0,1.0,5000.0,3.0,,1.0,5.0,1.0,0.0,0.0,150.0,,,1.0,3.0,0.0
main_00873,2,아비브,https://abib.com/product/아크네-폼-클렌저-어성초-폼/132/,https://abib.com/product/아크네-폼-클렌저-어성초-폼/132/,False,4525.0,46.0,4.0,268.0,56.0,9.0,11.0,10.0,3.0,0.769,16000.0,6.0,,6.0,38.0,4.0,0.0,1.0,150.0,4.9,976.0,3.0,4.0,0.0
main_00873,3,설화수,https://www.sulwhasoo.com/kr/ko/products/gentle-cleansing-oil.html,https://www.sulwhasoo.com/kr/ko/products/gentle-cleansing-oil.html,False,2061.0,23.0,0.0,32.0,20.0,18.0,6.0,5.0,1.0,0.833,47000.0,3.0,,0.0,16.0,12.0,0.0,1.0,60.0,,,2.0,0.0,0.0
main_00875,1,토니모리,https://tonymoly.com/products/houttuynia-cordata-cica-cleansing-foam.do?i_sProductcd=TM2022040500014,https://tonymoly.com/products/houttuynia-cordata-cica-cleansing-foam.do?i_sProductcd=TM20220405000140678,False,8030.0,28.0,1.0,152.0,18.0,26.0,0.0,22.0,0.0,1.0,4500.0,2.0,7.23,4.0,5.0,0.0,0.0,0.0,150.0,4.8,480.0,2.0,2.0,0.0
main_00875,2,더후,https://thewhoo.com/product/detail.html?product_no=713,https://thewhoo.com/product/detail.html?product_no=713,False,15003.0,69.0,8.0,196.0,45.0,21.0,6.0,40.0,0.0,1.0,46000.0,0.0,,1.0,3.0,2.0,0.0,0.0,180.0,4.8,11.0,2.0,1.0,0.0
main_00875,3,편강율,https://pyunkangyul.com/product/%EC%A7%84%EC%A0%95-%EC%95%84%ED%81%AC%EB%84%A4-%ED%81%B4%EB%A0%8C%EC,https://pyunkangyul.com/product/%EC%A7%84%EC%A0%95-%EC%95%84%ED%81%AC%EB%84%A4-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-100ml/374/category/231/display/1/,False,12141.0,83.0,6.0,135.0,66.0,13.0,6.0,23.0,2.0,0.92,9900.0,9.0,,1.0,28.0,0.0,1.0,1.0,100.0,5.0,5.0,3.0,3.0,0.0
main_00876,1,네이처리퍼블릭,https://www.naturerepublic.com/goods/goods/view?no=9990,https://www.naturerepublic.com/goods/goods/view?no=9990,False,6753.0,37.0,4.0,164.0,232.0,8.0,0.0,56.0,0.0,1.0,3000.0,10.0,,3.0,16.0,0.0,1.0,0.0,150.0,,,1.0,0.0,0.0
main_00876,2,언리시아,https://unleashiacosmetics.com/product/에이비씨-소르베-페이셜-클렌저-abc-sorbet-facial-cleanser/272/category/84/d,https://unleashiacosmetics.com/product/에이비씨-소르베-페이셜-클렌저-abc-sorbet-facial-cleanser/272/category/84/display/1/,False,11366.0,65.0,5.0,79.0,21.0,11.0,6.0,50.0,0.0,1.0,18000.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0
main_00876,3,오드로이,https://odeloi.com/product/%EB%9D%BC%EC%A6%88%EB%B2%A0%EB%A6%AC-%EC%82%B4%EB%A6%AC%EC%8B%A4%EC%82%B0,https://odeloi.com/product/%EB%9D%BC%EC%A6%88%EB%B2%A0%EB%A6%AC-%EC%82%B4%EB%A6%AC%EC%8B%A4%EC%82%B0-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95/30/category/58/display/1/,False,3152.0,42.0,6.0,54.0,17.0,13.0,6.0,9.0,0.0,1.0,18500.0,0.0,,2.0,0.0,0.0,0.0,0.0,,4.9,6620.0,1.0,3.0,0.0
main_00877,1,제이엠솔루션,https://jmsolution.com/product/솔루션-pdrn-클렌징-폼-120ml-2개-세트/3413/,https://jmsolution.com/product/솔루션-pdrn-클렌징-폼-120ml-2개-세트/3413/,False,12580.0,84.0,6.0,156.0,34.0,19.0,6.0,76.0,0.0,1.0,10900.0,0.0,,4.0,0.0,0.0,0.0,0.0,120.0,4.8,27.0,1.0,2.0,0.0
main_00877,2,파티온,https://fation.co.kr/product/2023-%ED%99%94%ED%95%B4-%EC%97%AC%EB%93%9C%EB%A6%84-%EA%B8%B0%EB%8A%A5%,https://fation.co.kr/product/2023-%ED%99%94%ED%95%B4-%EC%97%AC%EB%93%9C%EB%A6%84-%EA%B8%B0%EB%8A%A5%EC%84%B1-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-1%EC%9C%84-%EB%85%B8%EC%8A%A4%EC%B9%B4%EB%82%98%EC%9D%B8-%ED%8A%B8%EB%9F%AC%EB%B8%94-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-150ml/663/category/101/display/1/,False,14843.0,51.0,11.0,99.0,45.0,14.0,6.0,38.0,0.0,1.0,22000.0,2.0,,3.0,19.0,0.0,0.0,0.0,150.0,5.0,43.0,2.0,2.0,0.0
main_00877,3,와더스킨,https://whataskin.co.kr/product/%ED%93%A8%EC%96%B4%EB%AF%B8-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-500,https://whataskin.co.kr/product/%ED%93%A8%EC%96%B4%EB%AF%B8-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-500ml/10/category/29/display/1/,False,14733.0,85.0,7.0,111.0,26.0,17.0,6.0,36.0,0.0,1.0,23000.0,6.0,,1.0,6.0,11.0,0.0,1.0,500.0,5.0,64.0,2.0,2.0,0.0
main_00887,1,와더스킨,https://whataskin.co.kr/product/%ED%93%A8%EC%96%B4%EB%AF%B8-%ED%9C%A9-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC,https://whataskin.co.kr/product/%ED%93%A8%EC%96%B4%EB%AF%B8-%ED%9C%A9-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-150g/22/category/29/display/1/,False,10446.0,47.0,7.0,90.0,26.0,17.0,5.0,17.0,0.0,1.0,18900.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
main_00887,2,메이크프렘,https://www.makeprem.com/goods/goods_view.php?goodsNo=1000000283,https://www.makeprem.com/goods/goods_view.php?goodsNo=1000000283,False,4270.0,62.0,1.0,109.0,12.0,5.0,0.0,23.0,1.0,0.958,9900.0,1.0,,2.0,4.0,0.0,0.0,0.0,210.0,,,1.0,1.0,0.0
main_00887,3,그레이멜린,https://graymelin.com/product/%EC%91%A5-%ED%93%A8%EC%96%B4-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A0%B8-150m,https://graymelin.com/product/%EC%91%A5-%ED%93%A8%EC%96%B4-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A0%B8-150ml-%EB%B3%B4%EC%86%A1%EC%A7%84%EC%A0%95/501/category/61/display/1/,False,4817.0,91.0,6.0,90.0,25.0,11.0,6.0,20.0,0.0,1.0,18000.0,2.0,,3.0,7.0,4.0,0.0,0.0,150.0,5.0,11.0,2.0,2.0,0.0
main_00890,1,와더스킨,https://whataskin.co.kr/product/%ED%93%A8%EC%96%B4%EB%AF%B8-%ED%9C%A9-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC,https://whataskin.co.kr/product/%ED%93%A8%EC%96%B4%EB%AF%B8-%ED%9C%A9-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-150g/22/category/29/display/1/,False,10446.0,47.0,7.0,90.0,26.0,17.0,5.0,17.0,0.0,1.0,18900.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
main_00890,2,에이프릴스킨,https://aprilskin.com/product/detail.html?product_no=957,https://aprilskin.com/product/detail.html?product_no=957,False,12494.0,90.0,6.0,105.0,34.0,6.0,9.0,24.0,0.0,1.0,18200.0,1.0,,4.0,9.0,0.0,0.0,0.0,,4.6,1548.0,2.0,3.0,0.0
main_00890,3,피캄,https://pcalm.co.kr/product/%ED%94%BC%EC%BA%84-%ED%99%80%EB%A6%AC%EB%B0%94%EC%A7%88-%EA%B7%B8%EB%A6%,https://pcalm.co.kr/product/%ED%94%BC%EC%BA%84-%ED%99%80%EB%A6%AC%EB%B0%94%EC%A7%88-%EA%B7%B8%EB%A6%B0%EC%BA%A1%EC%8A%90-%ED%8C%A9%ED%88%AC%ED%8F%BC-%ED%81%B4%EB%A0%8C%EC%A0%80/1428/category/206/display/1/,False,6328.0,131.0,5.0,203.0,60.0,96.0,5.0,33.0,0.0,1.0,58680.0,6.0,,0.0,25.0,0.0,0.0,1.0,120.0,,,3.0,0.0,0.0
main_00905,1,블랑네이처,https://blancnature.co.kr/product/best-%EC%97%AC%EB%93%9C%EB%A6%84-%EA%B8%B0%EB%8A%A5%EC%84%B1-%ED%8,https://blancnature.co.kr/product/best-%EC%97%AC%EB%93%9C%EB%A6%84-%EA%B8%B0%EB%8A%A5%EC%84%B1-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-150ml/13/category/45/display/1/,False,10703.0,100.0,8.0,94.0,29.0,12.0,6.0,22.0,0.0,1.0,23800.0,1.0,,2.0,0.0,0.0,0.0,0.0,150.0,4.7,12349.0,1.0,2.0,0.0
main_00905,2,리얼베리어,https://myrealbarrier.co.kr/product/detail.html?product_no=68,https://myrealbarrier.co.kr/product/detail.html?product_no=68,False,17418.0,134.0,12.0,216.0,61.0,59.0,6.0,95.0,0.0,1.0,33200.0,4.0,,3.0,78.0,23.0,0.0,1.0,220.0,5.0,14.0,3.0,2.0,0.0
main_00905,3,더후,https://thewhoo.com/product/detail.html?product_no=713,https://thewhoo.com/product/detail.html?product_no=713,False,15003.0,69.0,8.0,196.0,45.0,21.0,6.0,40.0,0.0,1.0,46000.0,0.0,,1.0,3.0,2.0,0.0,0.0,180.0,4.8,11.0,2.0,1.0,0.0
main_00911,1,스킨푸드,https://www.theskinfood.com/shop/shopdetail.html?branduid=10323543&search=%ED%8F%BC&sort=order&xcode,https://www.theskinfood.com/shop/shopdetail.html?branduid=10323543&search=%ED%8F%BC&sort=order&xcode=008&mcode=000&scode=&GfDT=bm91W1w%3D,False,6067.0,34.0,4.0,367.0,23.0,13.0,8.0,30.0,0.0,1.0,12700.0,4.0,,2.0,30.0,0.0,0.0,0.0,150.0,,,1.0,1.0,0.0
main_00911,2,스킨푸드,https://www.theskinfood.com/shop/shopdetail.html?branduid=993&xcode=036&mcode=001&scode=003,https://www.theskinfood.com/shop/shopdetail.html?branduid=993&xcode=036&mcode=001&scode=003,False,6286.0,44.0,4.0,367.0,23.0,13.0,8.0,25.0,0.0,1.0,13000.0,2.0,,3.0,31.0,0.0,0.0,0.0,200.0,,,1.0,2.0,0.0
main_00911,3,아누아,https://anua.kr/product/detail.html?product_no=348,https://anua.kr/product/detail.html?product_no=348,False,10893.0,94.0,3.0,135.0,34.0,15.0,9.0,21.0,0.0,1.0,21600.0,4.0,,7.0,22.0,0.0,0.0,0.0,,4.8,62.0,2.0,3.0,0.0
main_00913,1,더후,https://thewhoo.com/product/detail.html?product_no=650,https://thewhoo.com/product/detail.html?product_no=650,False,15263.0,76.0,10.0,196.0,49.0,21.0,6.0,40.0,0.0,1.0,43000.0,0.0,,2.0,11.0,5.0,0.0,0.0,180.0,,,2.0,1.0,0.0
main_00913,2,은율,https://eunyul.co.kr/product/%EB%8D%B0%EC%9D%BC%EB%A6%AC-%EC%BC%80%EC%96%B4-%EC%95%84%ED%81%AC%EB%84,https://eunyul.co.kr/product/%EB%8D%B0%EC%9D%BC%EB%A6%AC-%EC%BC%80%EC%96%B4-%EC%95%84%ED%81%AC%EB%84%A4-%EB%B2%84%EB%B8%94-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A0%80-500ml/130/category/45/display/1/,False,3827.0,90.0,6.0,114.0,16.0,12.0,6.0,15.0,0.0,1.0,12800.0,3.0,,2.0,3.0,2.0,0.0,0.0,500.0,5.0,7.0,1.0,1.0,0.0
main_00913,3,리얼베리어,https://myrealbarrier.co.kr/product/detail.html?product_no=70,https://myrealbarrier.co.kr/product/detail.html?product_no=70,False,17335.0,134.0,12.0,216.0,61.0,59.0,6.0,84.0,0.0,1.0,12000.0,4.0,,3.0,78.0,23.0,0.0,1.0,120.0,,,3.0,2.0,0.0
main_00914,1,비플레인,https://www.beplain.co.kr/shop/shopdetail.html?branduid=10739138&xcode=013&mcode=001&scode=&type=Y&s,https://www.beplain.co.kr/shop/shopdetail.html?branduid=10739138&xcode=013&mcode=001&scode=&type=Y&sort=manual&current_category=013001&search=&GfDT=bmt8W1o%3D,False,3309.0,46.0,5.0,56.0,36.0,17.0,6.0,41.0,0.0,1.0,37800.0,1.0,,6.0,1.0,0.0,0.0,0.0,120.0,,,1.0,2.0,0.0
main_00914,2,이즈앤트리,https://m.isntree.com/product/%EC%B0%B8%EB%A7%88-%EB%B9%84%EA%B1%B4-%EC%95%BD%EC%82%B0%EC%84%B1-%ED%,https://m.isntree.com/product/%EC%B0%B8%EB%A7%88-%EB%B9%84%EA%B1%B4-%EC%95%BD%EC%82%B0%EC%84%B1-%ED%81%B4%EB%A0%8C%EC%A0%80-120ml/551/category/53/display/1/,False,3320.0,29.0,6.0,77.0,24.0,14.0,5.0,18.0,0.0,1.0,16000.0,1.0,,0.0,4.0,0.0,1.0,0.0,120.0,,,1.0,0.0,0.0
main_00914,3,일리윤,https://illiyoon.com/product/detail.html?product_no=274,https://illiyoon.com/product/detail.html?product_no=274,False,8797.0,80.0,11.0,211.0,48.0,13.0,10.0,33.0,0.0,1.0,17600.0,1.0,,2.0,16.0,0.0,0.0,0.0,250.0,,,2.0,1.0,0.0
main_00915,1,스킨푸드,https://www.theskinfood.com/shop/shopdetail.html?branduid=993&xcode=036&mcode=001&scode=003,https://www.theskinfood.com/shop/shopdetail.html?branduid=993&xcode=036&mcode=001&scode=003,False,6286.0,44.0,4.0,367.0,23.0,13.0,8.0,25.0,0.0,1.0,13000.0,2.0,,3.0,31.0,0.0,0.0,0.0,200.0,,,1.0,2.0,0.0
main_00915,2,이아소,https://www.iaso.co.kr/shop/shopdetail.html?branduid=2558230&xcode=005&mcode=001&scode=&type=Y&sort=,https://www.iaso.co.kr/shop/shopdetail.html?branduid=2558230&xcode=005&mcode=001&scode=&type=Y&sort=manual&current_category=005001&search=&GfDT=bmt7W1k%3D,False,4405.0,32.0,5.0,107.0,45.0,6.0,0.0,10.0,0.0,1.0,38000.0,4.0,,1.0,9.0,0.0,1.0,0.0,130.0,,,2.0,1.0,0.0
main_00915,3,오드로이,https://odeloi.com/product/%EB%9D%BC%EC%A6%88%EB%B2%A0%EB%A6%AC-%EC%82%B4%EB%A6%AC%EC%8B%A4%EC%82%B0,https://odeloi.com/product/%EB%9D%BC%EC%A6%88%EB%B2%A0%EB%A6%AC-%EC%82%B4%EB%A6%AC%EC%8B%A4%EC%82%B0-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95/30/category/58/display/1/,False,3152.0,42.0,6.0,54.0,17.0,13.0,6.0,9.0,0.0,1.0,18500.0,0.0,,2.0,0.0,0.0,0.0,0.0,,4.9,6620.0,1.0,3.0,0.0
main_00922,1,더후,https://thewhoo.com/product/detail.html?product_no=87,https://thewhoo.com/product/detail.html?product_no=87,False,15722.0,82.0,10.0,199.0,49.0,21.0,6.0,42.0,0.0,1.0,46000.0,1.0,,2.0,3.0,0.0,0.0,0.0,200.0,5.0,17.0,2.0,1.0,0.0
main_00922,2,스킨1004,https://skin1004korea.com/product/%EB%A7%88%EB%8B%A4%EA%B0%80%EC%8A%A4%EC%B9%B4%EB%A5%B4-%EC%84%BC%E,,True,6673.5,190.0,5.0,160.0,128.0,22.0,6.0,26.0,0.0,1.0,17250.0,1.25,,3.25,15.25,1.5,0.0,0.0,125.0,4.866666666666667,29.333333333333332,1.0,2.25,0.0
main_00922,3,믹순,https://mixsoon.co.kr/product/detail.html?product_no=385&cate_no=106&display_group=1,https://mixsoon.co.kr/product/detail.html?product_no=385&cate_no=106&display_group=1,False,12016.0,70.0,9.0,98.0,43.0,14.0,6.0,32.0,0.0,1.0,24000.0,2.0,,6.0,13.0,0.0,0.0,1.0,150.0,4.9,155.0,3.0,5.0,1.0
main_00925,1,에뛰드,https://www.etude.com/shop/category/cleanser/cleanser-all/%eb%bd%80%ec%98%a4%ec%96%80-%eb%af%b8%ec%8,https://www.etude.com/shop/category/cleanser/cleanser-all/%eb%bd%80%ec%98%a4%ec%96%80-%eb%af%b8%ec%86%8c-%eb%b0%9c%ed%9a%a8-%ed%81%b4%eb%a0%8c%ec%a7%95-%ed%8f%bc-150ml/,False,4470.0,32.0,3.0,366.0,16.0,22.0,6.0,16.0,0.0,1.0,9000.0,1.0,,1.0,5.0,0.0,1.0,0.0,150.0,,,1.0,0.0,0.0
main_00925,2,은율,https://eunyul.co.kr/product/%EB%8D%B0%EC%9D%BC%EB%A6%AC-%EC%BC%80%EC%96%B4-%EB%A7%88%EC%9D%BC%EB%93,https://eunyul.co.kr/product/%EB%8D%B0%EC%9D%BC%EB%A6%AC-%EC%BC%80%EC%96%B4-%EB%A7%88%EC%9D%BC%EB%93%9C-%EB%B2%84%EB%B8%94-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A0%80-500ml/125/category/45/display/1/,False,3691.0,82.0,6.0,113.0,16.0,12.0,6.0,15.0,0.0,1.0,12800.0,1.0,,0.0,1.0,5.0,0.0,0.0,500.0,,,1.0,1.0,0.0
main_00925,3,그레이멜린,https://graymelin.com/product/11-%ED%81%AC%EB%A0%88%EC%9D%B4%EC%A7%80-%EB%8C%80%EC%9A%A9%EB%9F%89-%E,https://graymelin.com/product/11-%ED%81%AC%EB%A0%88%EC%9D%B4%EC%A7%80-%EB%8C%80%EC%9A%A9%EB%9F%89-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A0%B8-500ml/420/category/61/display/1/,False,5977.0,90.0,6.0,95.0,27.0,11.0,6.0,22.0,0.0,1.0,18900.0,3.0,,4.0,9.0,0.0,0.0,0.0,500.0,4.8,756.0,2.0,3.0,0.0
main_00927,1,블라이드,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180508&t_page=%EB%B8%8C%EB,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180508&t_page=%EB%B8%8C%EB%9E%9C%EB%93%9C%EA%B4%80&t_click=%EB%B2%A0%EC%8A%A4%ED%8A%B8+%EB%9E%AD%ED%82%B9&t_number=1&dispCatNo=1000001001000010003&trackingCd=Brand_BestRanking_Product,False,3979.0,36.0,7.0,180.0,43.0,24.0,0.0,28.0,0.0,1.0,16800.0,1.0,,1.0,2.0,0.0,0.0,0.0,120.0,,,0.0,2.0,0.0
main_00927,2,센텔리안24,https://www.edkshop.com/product/detail.html?product_no=537&cate_no=203&display_group=1,https://www.edkshop.com/product/detail.html?product_no=537&cate_no=203&display_group=1,False,12481.0,123.0,7.0,154.0,109.0,24.0,10.0,31.0,0.0,1.0,25900.0,1.0,,2.0,1.0,1.0,0.0,0.0,,4.9,1192.0,2.0,3.0,0.0
main_00927,3,멜릭서,https://kr.melixirskincare.com/product/만다린-모닝-페이스-클렌저-250ml/241/,https://kr.melixirskincare.com/product/만다린-모닝-페이스-클렌저-250ml/241/,False,13893.0,88.0,11.0,88.0,30.0,12.0,6.0,31.0,0.0,1.0,54300.0,1.0,,3.0,1.0,3.0,0.0,0.0,250.0,4.9,292.0,2.0,2.0,0.0
main_00928,1,스킨푸드,https://www.theskinfood.com/shop/shopdetail.html?branduid=10323366&search=%ED%8F%BC&sort=order&xcode,https://www.theskinfood.com/shop/shopdetail.html?branduid=10323366&search=%ED%8F%BC&sort=order&xcode=008&mcode=000&scode=&GfDT=bG13WA%3D%3D,False,6133.0,37.0,4.0,366.0,23.0,13.0,7.0,27.0,0.0,1.0,15000.0,2.0,,4.0,30.0,0.0,0.0,0.0,,,,1.0,1.0,0.0
main_00928,2,스트라이덱스,https://stridex.co.kr/37/?idx=191,https://stridex.co.kr/37/?idx=191,False,3116.0,32.0,0.0,42.0,18.0,2.0,14.0,8.0,0.0,1.0,9900.0,1.0,,0.0,2.0,0.0,0.0,0.0,150.0,4.8,10.0,2.0,1.0,0.0
main_00928,3,토리든,https://www.torriden.com/goods/goods_view.php?goodsNo=209,https://www.torriden.com/goods/goods_view.php?goodsNo=209,False,9298.0,60.0,1.0,141.0,65.0,13.0,0.0,44.0,1.0,0.978,5000.0,2.0,,3.0,3.0,0.0,0.0,0.0,150.0,,,1.0,0.0,0.0
main_00936,1,비욘드,https://beyond.co.kr/product/detail.html?product_no=1396,https://beyond.co.kr/product/detail.html?product_no=1396,False,12941.0,48.0,7.0,144.0,60.0,23.0,6.0,33.0,0.0,1.0,27000.0,0.0,,3.0,2.0,4.0,0.0,0.0,200.0,5.0,394.0,2.0,2.0,0.0
main_00936,2,에뛰드,https://www.etude.com/shop/category/cleanser/cleanser-all/%eb%b2%a0%ec%9d%b4%ed%82%b9-%ed%8c%8c%ec%9,https://www.etude.com/shop/category/cleanser/cleanser-all/%eb%b2%a0%ec%9d%b4%ed%82%b9-%ed%8c%8c%ec%9a%b0%eb%8d%94-%eb%aa%a8%ea%b3%b5-%ed%81%b4%eb%a0%8c%ec%a7%95-%ed%8f%bc-160g/,False,4288.0,22.0,3.0,366.0,16.0,21.0,6.0,14.0,0.0,1.0,8000.0,2.0,,0.0,19.0,0.0,1.0,0.0,160.0,,,1.0,0.0,0.0
main_00936,3,메디힐,https://medihealshop.com/product/밀도-보습-히알루론산-클렌저-120ml/1520/,https://medihealshop.com/product/밀도-보습-히알루론산-클렌저-120ml/1520/,False,10923.0,72.0,7.0,121.0,15.0,5.0,6.0,26.0,0.0,1.0,9900.0,3.0,,9.0,23.0,2.0,0.0,0.0,120.0,4.9,13.0,2.0,1.0,0.0
main_00937,1,설화수,https://www.sulwhasoo.com/kr/ko/products/gentle-cleansing-foam-ex.html,https://www.sulwhasoo.com/kr/ko/products/gentle-cleansing-foam-ex.html,False,2202.0,20.0,0.0,29.0,20.0,20.0,9.0,6.0,0.0,1.0,42000.0,3.0,,0.0,16.0,9.0,0.0,0.0,60.0,,,1.0,1.0,0.0
