column,count,mean,std,min,25%,50%,75%,max
price_krw,327.0,20467.03363914373,13411.548066565982,1000.0,12550.0,18000.0,24000.0,90000.0
volume_ml,262.0,169.6679389312977,99.806903812358,10.0,120.0,150.0,200.0,500.0
price_per_ml,262.0,173.1511822184143,211.066181376373,12.0,75.67727272727272,114.16666666666666,166.66666666666666,1500.0
aggregate_rating_count,201.0,735.4825870646766,3111.5972105890046,1.0,12.0,54.0,194.0,30064.0
aggregate_rating_value,200.0,4.8530596593399995,0.31286009927200925,1.0,4.8,4.9,5.0,5.0
