item_id,brand_ko,appearances,unique_set_ids,is_ambiguous,price_krw
https://pyunkangyul.com/product/%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-150ml/163/category/231/display/1/,편강율,35,35,False,9900.0
https://clubclio.co.kr/shop/goodsView/0000005420#page1&id=0000005420,구달,35,35,False,15000.0
https://sungboon.com/product/%EC%84%BC%ED%85%94%EB%9D%BD%ED%86%A0-%EC%95%84%ED%81%AC%EB%A6%AC%EC%8A%A4-%ED%81%B4%EB%A6%AC%EC%96%B4%EB%A7%81-%ED%8F%BC-%ED%81%B4%EB%A0%8C%EC%A0%80/584/category/494/display/1/,성분에디터,35,35,False,12900.0
https://paparecipe.com/product/블레미쉬-효소-파우더-클렌저-50g/986/,파파레서피,35,35,False,18000.0
https://graymelin.com/product/%EC%95%84%EB%A5%B4%EA%B0%84-%EC%98%A4%EC%9D%BC-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-300ml/541/category/61/display/1/,그레이멜린,35,35,False,18000.0
https://fation.co.kr/product/2023-%ED%99%94%ED%95%B4-%EC%97%AC%EB%93%9C%EB%A6%84-%EA%B8%B0%EB%8A%A5%EC%84%B1-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-1%EC%9C%84-%EB%85%B8%EC%8A%A4%EC%B9%B4%EB%82%98%EC%9D%B8-%ED%8A%B8%EB%9F%AC%EB%B8%94-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-150ml/663/category/101/display/1/,파티온,35,35,False,22000.0
https://themedicube.co.kr/product/detail.html?product_no=2592&cate_no=308&display_group=1,메디큐브,35,35,False,17500.0
https://themedicube.co.kr/product/유튜버-pick-제로-폼-클렌저/356,메디큐브,35,35,False,17500.0
https://www.iaso.co.kr/shop/shopdetail.html?branduid=44&xcode=005&mcode=001&scode=&type=Y&sort=manual&current_category=005001&search=&GfDT=bm19W1o%3D,이아소,35,35,False,35000.0
https://kr.melixirskincare.com/product/만다린-모닝-페이스-클렌저-250ml/241/,멜릭서,34,34,False,54300.0
https://graymelin.com/product/%EC%91%A5-%ED%93%A8%EC%96%B4-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A0%B8-150ml-%EB%B3%B4%EC%86%A1%EC%A7%84%EC%A0%95/501/category/61/display/1/,그레이멜린,34,34,False,18000.0
https://hemille.com/product/detail.html?product_no=35&cate_no=55&display_group=1,김소형풀,34,34,False,64000.0
https://pongdangshop.com/product/detail.html?product_no=147&cate_no=117&display_group=1,퐁당,34,34,False,15000.0
https://mixsoon.co.kr/product/detail.html?product_no=371&cate_no=106&display_group=1,믹순,34,34,False,23000.0
https://celimax.co.kr/product/%EC%8B%9C%EC%B9%B4-%EB%B0%94%ED%95%98-%EC%A7%80%EC%9A%B0%EA%B0%9C-%ED%8F%BC-%ED%81%B4%EB%A0%8C%EC%A7%95-150ml/26/category/48/display/1/,셀리맥스,34,34,False,24700.0
https://www.etude.com/shop/category/cleanser/cleanser-all/%ec%88%98%eb%b6%84%ea%b0%80%eb%93%9d-%ec%bd%9c%eb%9d%bc%ea%b2%90-%ed%81%b4%eb%a0%8c%ec%a7%95-%ed%8f%bc-150ml/,에뛰드,34,34,False,10000.0
https://banobagicosmetic.com/product/detail.html?product_no=201&cate_no=83&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open&NaPm=ct%3Dmovaa0i0%7Cci%3D85a879e9a8204140caf6a26842e5306d8237ce28%7Ctr%3Dsls%7Csn%3D744786%7Chk%3Da31bc97d8c26303004523e08350585fc64769f90,바노바기,34,34,False,17600.0
https://www.makeprem.com/goods/goods_view.php?goodsNo=1000000283,메이크프렘,34,34,False,9900.0
https://www.cosrx.co.kr/shop/shopdetail.html?branduid=1176799&xcode=070&mcode=001&scode=002,코스알엑스,34,34,False,9750.0
https://thewhoo.com/product/detail.html?product_no=713,더후,34,34,False,46000.0
https://www.dr-g.co.kr/item/9380?pc=4&cc=14,닥터지,34,34,False,15000.0
https://paparecipe.com/product/%ED%8B%B0%ED%8A%B8%EB%A6%AC-%EC%BB%A8%ED%8A%B8%EB%A1%A4-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-120ml/1213/category/288/display/1/,파파레서피,34,34,False,12000.0
https://mixsoon.co.kr/product/detail.html?product_no=338&cate_no=106&display_group=1,믹순,34,34,False,18000.0
https://lagom.kr/product/detail.html?product_no=9&cate_no=86&display_group=1,라곰,34,34,False,18000.0
https://anua.kr/product/detail.html?product_no=252,아누아,34,34,False,15000.0
https://ohui.com/product/익스트림-브라이트-클렌징-폼-160ml/193/,오휘,33,33,False,36000.0
https://myrealbarrier.co.kr/product/detail.html?product_no=68,리얼베리어,33,33,False,33200.0
https://onething.kr/product/%EC%96%B4%EC%84%B1%EC%B4%88-%EC%95%BD%EC%82%B0%EC%84%B1-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-150ml/233/category/1/display/7/?icid=MAIN.product_listmain_6,원씽,33,33,False,21000.0
https://myrealbarrier.co.kr/product/detail.html?product_no=70,리얼베리어,33,33,False,12000.0
https://abib.com/product/아크네-폼-클렌저-어성초-폼/132/,아비브,33,33,False,16000.0
https://www.sulwhasoo.com/kr/ko/products/the-ultimate-s-enriched-cleansing-foam.html,설화수,33,33,False,90000.0
https://anua.kr/product/detail.html?product_no=214,아누아,33,33,False,33000.0
https://biodance.co.kr/product/콜라겐-팩-투-폼-클렌저/335/,바이오던스,33,33,False,22000.0
https://www.torriden.com/goods/goods_view.php?goodsNo=263,토리든,33,33,False,5000.0
https://9wishes.co.kr/product/%EB%8D%94%EB%A7%88%ED%8B%B1-%EC%8B%9C%EC%B9%B4-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A0%80/162/category/78/display/1/,나인위시스,33,33,False,15400.0
https://benetus.imweb.me/cleanser/?idx=1,베네투스,33,33,False,25000.0
https://www.makeprem.com/goods/goods_view.php?goodsNo=1037,메이크프렘,33,33,False,9900.0
https://purek.co.kr/product/detail.html?product_no=10&cate_no=25&display_group=1,퓨어케이,33,33,False,11400.0
https://abib.com/product/딥-클린-폼-클렌저-수분초-히알루론-폼/306/,아비브,33,33,False,16000.0
https://www.larocheposay.co.kr/product/view/4397.do?srsltid=AfmBOoqc6tG5OPY9IfcEpE66VJxlweVouBf9zbRX3VxraM4X8pN91Toa,라로슈포제,32,32,False,30000.0
https://www.edkshop.com/product/detail.html?product_no=537&cate_no=203&display_group=1,센텔리안24,32,32,False,25900.0
https://www.ableshop.kr/product/goods/view-goods?goodsId=BO00112997,미샤,32,32,False,25000.0
https://brdy-official.com/product/시카페인-트러블-리셋-클렌징폼/30/,비레디,31,31,False,19500.0
https://www.elimerek.com/shop/shopdetail.html?branduid=3557807&xcode=001&mcode=001&scode=&type=Y&sort=regdate&current_category=001001&search=&GfDT=bWl3VQ%3D%3D,엘리메르,31,31,False,21500.0
https://numbuzin.com/product/2%EB%B2%88-%EB%94%A5%ED%81%B4%EB%A6%B0-%EC%83%9D%ED%81%AC%EB%A6%BC-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-120ml/31/category/61/display/1/,넘버즈인,31,31,False,9800.0
https://whataskin.co.kr/product/aa-p-%ED%8C%90%ED%85%8C%EB%86%80-%EC%A0%A4-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-200ml/25/category/29/display/1/,와더스킨,30,30,False,22000.0
