item_a,item_b,cooccur_count
https://banobagicosmetic.com/product/detail.html?product_no=201&cate_no=83&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open&NaPm=ct%3Dmovaa0i0%7Cci%3D85a879e9a8204140caf6a26842e5306d8237ce28%7Ctr%3Dsls%7Csn%3D744786%7Chk%3Da31bc97d8c26303004523e08350585fc64769f90,https://purek.co.kr/product/detail.html?product_no=10&cate_no=25&display_group=1,3
https://9wishes.co.kr/product/%ED%95%98%EC%9D%B4%EB%93%9C%EB%9D%BC-%EB%A7%88%EC%9D%BC%EB%93%9C-%ED%8F%BC-%ED%81%B4%EB%A0%8C%EC%A0%80-200ml/278/category/78/display/1/,https://belifmall.com/product/빌리프-크리미-클렌징-폼-모이스트-160ml/23/,3
https://imfrom.co.kr/product/detail.html?product_no=206&cate_no=175&display_group=1,https://www.innisfree.com/kr/ko/dp/product/35276,3
https://roundlab.co.kr/product/detail.html?product_no=130,https://www.theskinfood.com/shop/shopdetail.html?branduid=1464&search=%ED%8F%BC&sort=order&xcode=005&mcode=034&scode=&GfDT=bG53VQ%3D%3D,3
https://theuiq.com/product/%EB%B0%94%EC%9D%B4%EC%98%B4-%EB%B2%A0%EB%A6%AC%EC%96%B4-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-120ml/30/category/45/display/1/,https://www.cosrx.co.kr/shop/shopdetail.html?branduid=1176192&search=%C5%AC%B7%BB%C0%FA&sort=sellcnt&xcode=019&mcode=000&scode=&GfDT=bGh3Uw%3D%3D,3
https://www.aestura.com/m/product/view.do?prdSeq=1077,https://www.theskinfood.com/shop/shopdetail.html?branduid=10322201&search=%ED%8F%BC&sort=order&xcode=008&mcode=000&scode=&GfDT=aWV%2B,3
https://pyunkangyul.com/product/약산성-모공-딥-클렌징폼-100ml/134/category/95/display/1/,https://www.theskinfood.com/shop/shopdetail.html?branduid=1796&search=%ED%8F%BC&sort=order&xcode=005&mcode=033&scode=&GfDT=bm18W1o%3D,3
https://brmudkorea.com/product/detail.html?product_no=87&cate_no=90&display_group=1,https://sum37.com/product/로시크숨마-폼클렌저-기획/281/,2
https://lagom.kr/product/detail.html?product_no=484&cate_no=86&display_group=1,https://www.theskinfood.com/shop/shopdetail.html?branduid=1796&search=%ED%8F%BC&sort=order&xcode=005&mcode=033&scode=&GfDT=bm18W1o%3D,2
https://illiyoon.com/product/detail.html?product_no=275,https://myrealbarrier.co.kr/product/detail.html?product_no=70,2
https://myrealbarrier.co.kr/product/detail.html?product_no=71,https://whataskin.co.kr/product/aa-p-%ED%8C%90%ED%85%8C%EB%86%80-%EC%A0%A4-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-200ml/25/category/29/display/1/,2
https://graymelin.com/product/%EC%95%84%EB%A5%B4%EA%B0%84-%EC%98%A4%EC%9D%BC-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-300ml/541/category/61/display/1/,https://www.sidmool.com/shop/shopdetail.html?branduid=55&xcode=022&mcode=001&scode=&type=X&sort=sellcnt&current_category=022001&GfDT=bm9%2BW18%3D,2
https://mixsoon.co.kr/product/detail.html?product_no=338&cate_no=106&display_group=1,https://whataskin.co.kr/product/%ED%93%A8%EC%96%B4%EB%AF%B8-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-500ml/10/category/29/display/1/,2
https://mixsoon.co.kr/product/detail.html?product_no=338&cate_no=106&display_group=1,https://www.dr-g.co.kr/item/4359?pc=4&cc=14,2
https://whataskin.co.kr/product/%ED%93%A8%EC%96%B4%EB%AF%B8-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-500ml/10/category/29/display/1/,https://www.dr-g.co.kr/item/4359?pc=4&cc=14,2
https://graymelin.com/product/%EC%95%84%EB%A5%B4%EA%B0%84-%EC%98%A4%EC%9D%BC-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-300ml/541/category/61/display/1/,https://itempage3.auction.co.kr/DetailView.aspx?itemno=B873273622,2
https://benetus.imweb.me/cleanser/?idx=1,https://www.innisfree.com/kr/ko/dp/product/35276,2
https://thewhoo.com/product/detail.html?product_no=198&cate_no=94&display_group=1,https://thewhoo.com/product/detail.html?product_no=650,2
https://ohui.com/product/익스트림-브라이트-클렌징-폼-160ml/193/,https://pyunkangyul.com/product/%EC%A7%84%EC%A0%95-%EC%95%84%ED%81%AC%EB%84%A4-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-100ml/374/category/231/display/1/,2
https://abib.com/product/detail.html?product_no=327&cate_no=24&display_group=1,https://pyunkangyul.com/product/%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-150ml/163/category/231/display/1/,2
https://imfrom.co.kr/product/detail.html?product_no=205&cate_no=175&display_group=1,https://odeloi.com/product/%EB%9D%BC%EC%A6%88%EB%B2%A0%EB%A6%AC-%EC%82%B4%EB%A6%AC%EC%8B%A4%EC%82%B0-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95/30/category/58/display/1/,2
